Panel,Efficiency,Degradation,Power(W),solar_irradiance,temperature,humidity,wind_speed,cloud_cover,panel_age,panel_tilt_angle,latitude,longitude,output_category
Panel_B,13.75,0.77,364,656.7029627,11.08858713,86.66518272,13.17726828,53.73094417,16,20,43.88164327,-70.14617696,medium
Panel_B,10.08,0.1,265,497.7357681,23.04502484,55.88477365,3.184903678,14.22991343,10,30,32.91424822,-75.35691227,medium
Panel_B,14.84,0.38,311,222.6663798,19.65980488,12.23258598,13.77867965,86.33406318,20,20,45.35509714,-102.6052137,low
Panel_A,11.58,0.84,387,587.5631805,24.21345127,72.62309472,2.542538356,92.10734115,16,40,31.41461729,-84.5673098,medium
Panel_A,18.1,0.63,265,986.813954,14.91492372,67.75499387,0.104188831,2.682473622,11,40,32.00043037,-94.86403614,high
Panel_A,10.94,0.54,379,936.5309327,23.89023166,69.14301529,1.687195495,51.34708529,12,40,25.37343902,-81.70752051,medium
Panel_B,17.46,0.74,271,391.109474,30.40091564,12.43815846,11.58052711,11.6317605,13,10,43.9392776,-70.51077578,low
Panel_A,10.42,0.12,315,678.6865043,38.24846171,41.65756681,9.840838568,31.26154694,14,40,38.82690116,-116.735575,low
Panel_C,15.22,0.46,308,754.3658734,33.84939971,46.9036525,2.943550646,50.03995671,20,30,28.25327284,-113.8776284,low
Panel_C,16.04,0.14,319,660.7995784,35.99231591,79.07416814,5.244607304,86.00741578,0,30,44.41338442,-101.240592,low
Panel_C,11.04,0.61,330,901.9907488,28.9658978,53.15028106,13.17932084,39.54051564,8,50,49.92844162,-66.46326223,medium
Panel_A,12.94,0.91,356,983.7686542,38.05214723,52.91112891,2.197977914,58.14929994,8,50,28.30856338,-81.16565456,low
Panel_A,19.04,0.65,220,676.3881063,14.77500647,37.70826957,13.6168892,12.57621267,19,40,36.93940118,-72.90558572,medium
Panel_B,19.08,0.62,389,446.7822336,36.30827807,23.28876735,8.790454824,83.71948648,9,20,27.46665131,-81.97856168,low
Panel_B,17.17,0.49,383,392.2874019,34.07104504,83.88308851,9.689003911,28.1356809,2,50,27.96075638,-114.2780758,low
Panel_C,11.49,0.62,204,982.2438419,37.10138125,82.53261674,9.18414691,4.673714923,13,30,27.03403882,-80.40781071,low
Panel_C,17.86,0.45,361,367.8520377,27.74536228,28.78241874,4.275797287,20.4374508,21,10,39.67218906,-115.9089693,low
Panel_C,17.29,0.15,344,890.370504,39.50673388,46.40681627,7.430652535,65.6867419,11,40,43.59916225,-91.38025159,low
Panel_C,15.07,0.28,327,539.962011,31.73055529,70.86658327,9.349033613,84.64818441,3,20,32.66402492,-71.89311035,low
Panel_B,18.51,0.6,342,493.6261577,29.45202779,85.36770264,0.596938103,97.59774006,2,40,46.15604172,-66.15076002,medium
Panel_A,13.45,0.68,304,249.2942593,16.94883768,88.36680222,7.159062119,35.4149946,12,40,42.36183405,-67.21017807,low
Panel_C,16.56,0.13,235,900.940217,30.08692771,23.38085247,14.63131117,71.5366627,9,30,44.68212555,-69.78665101,low
Panel_B,14.31,0.52,304,406.3654887,13.56568441,38.13721953,3.662240425,54.05341666,18,50,40.7205597,-117.7618584,medium
Panel_A,10.04,0.51,348,826.6616623,21.25542117,56.89964792,12.32663606,30.63881711,15,10,34.13787851,-81.16190728,medium
Panel_A,17.95,0.1,385,258.5498631,35.92158374,52.02065014,0.423139013,81.5266737,14,40,32.22311089,-74.13459433,low
Panel_A,16.46,0.58,202,464.1464802,38.027006,23.10162065,4.028941053,88.51089168,24,10,35.08698652,-74.68073576,low
Panel_C,10.23,0.49,292,976.1035847,19.085328,35.2931262,9.358482234,4.7948608,2,10,48.87501934,-77.76669068,high
Panel_C,17.23,0.65,244,510.6026231,28.52186981,66.36866894,12.85438765,24.94200225,20,40,27.41344301,-75.04983455,medium
Panel_C,10.66,0.97,291,259.2605249,13.78232717,26.14782865,10.08363702,66.6155887,11,10,46.2092014,-101.9253578,low
Panel_A,14.15,0.5,270,523.2293641,36.0530814,29.25231188,9.854320258,85.4315213,21,40,28.43268951,-67.89601501,low
Panel_B,10.33,0.39,354,575.0584874,14.20921188,30.20352691,7.188452231,34.60279249,20,30,31.99012035,-110.9316913,medium
Panel_C,11.6,0.27,250,706.8062193,39.33865655,27.95254862,10.93776192,10.95307999,3,50,28.36558109,-107.0716704,low
Panel_C,12.95,0.77,209,613.6237719,33.98626837,87.65380102,9.595874086,80.64042803,22,20,35.22634415,-68.34651952,low
Panel_B,17.13,0.41,347,934.301658,39.89997308,34.56267769,0.244301273,34.43481209,8,50,26.90149254,-90.56406615,low
Panel_C,10.54,0.44,207,476.680302,27.87452363,89.23645701,4.617784178,96.98421604,5,20,38.68844034,-68.12112518,medium
Panel_A,14.26,0.87,266,602.1115509,10.10888601,82.27051998,11.42184566,6.69227664,4,40,48.84132576,-117.8297404,medium
Panel_B,11.24,0.63,235,689.1174836,12.867165,77.43704703,8.610262423,88.83073008,20,20,37.6976459,-66.50505349,medium
Panel_C,12.96,0.81,220,987.0734067,12.00517332,58.3332098,8.290412298,35.58238968,6,10,46.41154414,-69.71793595,medium
Panel_A,13.55,0.56,282,747.2871089,22.08407515,32.5476126,13.03357504,14.39786024,1,10,49.38560037,-78.78473252,high
Panel_A,14.85,0.94,307,466.1783565,24.5224669,75.22580797,1.986583743,2.206909702,22,30,36.5435779,-123.6310573,medium
Panel_A,13.89,0.7,344,311.0957839,26.80164644,55.80636528,1.260653887,9.773624423,2,20,29.0901366,-66.53383758,low
Panel_C,19.45,0.58,275,979.3363463,36.15765739,17.77374536,12.71917248,24.91435858,14,10,44.33126769,-97.05094042,low
Panel_C,11.35,0.92,257,456.0244407,35.24248686,88.89782287,4.315867749,50.50574535,7,30,25.25622342,-92.03825929,low
Panel_C,15.26,0.2,270,770.334027,16.66462239,66.95964344,1.273764019,56.6254264,24,20,30.69130394,-85.93665214,medium
Panel_C,16.8,0.31,397,271.033345,30.43987778,20.58500367,13.52191263,52.49598219,13,10,39.40284927,-90.98578432,low
Panel_A,15.99,0.79,308,330.7039829,33.13409596,72.52199194,7.737123421,14.56297928,10,20,26.96353475,-79.89264967,low
Panel_A,17.68,0.8,282,453.686699,12.55344468,37.55804888,1.43382352,6.440314499,23,10,29.67974949,-81.03540191,medium
Panel_C,10.36,0.51,234,723.9124392,23.35158468,79.35254447,5.429368124,86.24399628,13,30,38.176174,-76.94712838,medium
Panel_C,14.85,0.77,389,884.6284528,23.98551338,47.4293153,8.277657899,86.80562691,10,50,43.38628866,-67.1005501,medium
Panel_C,17.14,0.26,267,528.4556545,24.60612784,79.19187183,7.511493679,15.51971108,17,20,35.11265816,-111.9818971,medium
Panel_A,11.79,0.39,295,953.1484354,30.86850522,26.93457484,2.794640256,49.65449818,21,40,42.43697532,-68.74187604,low
Panel_B,13.57,0.44,291,306.5537456,31.23777079,60.12861411,9.4961453,72.47841401,13,50,41.3295674,-102.2861414,low
Panel_B,13.25,0.26,264,995.7637781,35.86422128,23.10384655,2.172232079,14.38986651,15,50,36.92784727,-104.1915952,low
Panel_A,11.39,0.77,209,569.9957966,26.48925325,41.42101178,2.176734509,32.66191673,24,10,31.29642479,-109.6293298,medium
Panel_B,12.68,0.28,385,511.6861775,13.75280726,54.25881954,3.287305638,71.9017315,0,40,43.49217534,-92.93831408,medium
Panel_C,19.55,0.23,390,917.676345,12.01876421,15.04560191,4.700161711,44.22934827,7,20,28.45730861,-77.5049317,medium
Panel_C,12.54,0.28,276,545.6399047,38.08679161,54.2465012,9.125925911,75.70920107,1,30,33.19450573,-113.4508899,low
Panel_C,11.46,0.28,379,223.8727569,26.70799375,64.76923687,13.83911972,41.3927036,14,50,38.90354475,-86.42682252,low
Panel_A,15.92,0.84,212,248.6857939,30.67640737,79.96053198,11.30280867,0.610049594,17,20,42.62012949,-84.56817039,low
Panel_C,16.63,0.58,359,925.8104889,31.49191373,13.68862067,1.116756806,41.34626304,10,30,48.1061297,-120.4944532,low
Panel_C,18.98,0.92,247,257.9770639,36.89843278,79.85043674,7.576237231,34.35031007,16,30,48.29275423,-107.0650027,low
Panel_A,16.05,0.37,219,565.26221,12.34917021,61.83078777,10.0299047,33.79475948,9,30,47.08535568,-92.24764336,medium
Panel_C,16.75,0.59,285,674.8080041,30.73576355,17.90479552,1.512007405,21.54752465,15,50,31.40541954,-114.4067715,low
Panel_B,11.88,0.25,217,686.7191946,15.56841479,71.32157519,13.24104184,32.77729927,16,10,39.75584647,-76.03304442,medium
Panel_C,19.34,0.32,272,667.0156745,23.57374549,44.17126069,12.30779496,32.3959052,8,20,28.56134855,-70.81168551,medium
Panel_C,12.11,0.45,244,552.0851432,31.35269971,20.47710923,0.689718297,67.40276747,2,20,45.25608718,-90.26967751,low
Panel_B,18.17,0.6,206,948.5857897,37.29115278,85.91104149,10.45146958,6.060843882,2,40,32.1690957,-80.41768845,low
Panel_A,11.39,0.35,264,783.0293905,18.13235332,26.02255522,12.69404869,1.45704516,14,40,43.92259926,-65.45650109,high
Panel_B,10.5,0.65,369,532.8182792,15.76772709,81.71254071,4.071680205,44.41402084,21,40,33.57860936,-86.38742898,medium
Panel_C,10.71,0.45,307,414.4568573,24.95700901,58.04327617,0.629874453,74.34958988,24,30,28.39037816,-72.94211272,medium
Panel_B,17.29,0.16,219,552.0596069,27.1606277,17.54403727,7.55678666,49.40902512,0,10,36.96483325,-90.56620649,medium
Panel_C,18.91,0.28,225,714.0363734,23.21744598,53.10174501,14.70393686,67.65825376,13,10,42.72584275,-97.25372867,medium
Panel_A,11.03,0.64,261,876.7614424,17.65161279,53.13208645,7.67983372,95.51403954,5,50,44.0800499,-94.24906285,medium
Panel_A,17.49,0.14,369,685.3242439,34.05633487,67.22143902,3.911053539,30.8025526,10,20,42.74468876,-112.5550711,low
Panel_C,14.5,0.67,384,562.6903009,19.02978735,27.31327011,13.22495385,24.45486247,15,40,48.75907891,-68.13688535,medium
Panel_B,19.43,0.26,293,370.6655555,25.19170028,60.25482193,6.303290007,92.77832629,15,50,31.37174097,-79.84590821,low
Panel_B,10.18,0.47,398,913.2420967,36.64072301,34.93942399,10.97060698,76.56369604,6,20,45.43107952,-80.49043471,low
Panel_B,13.07,0.53,241,750.1940981,17.3148083,75.95223482,5.250951469,63.18563721,2,50,32.78086448,-93.70030008,medium
Panel_B,18.7,0.86,317,749.1135674,16.6133452,50.8789766,14.89735047,77.9683203,12,20,39.20051708,-107.1731191,medium
Panel_C,16.42,0.18,397,599.3993433,36.17016497,60.02011651,7.933719201,95.27022222,8,20,46.83788428,-102.918017,low
Panel_B,11.33,0.92,360,971.2306435,13.35763651,61.71232303,4.394885372,66.64905655,6,10,31.5782889,-103.0523107,medium
Panel_A,16.88,0.99,381,363.5912612,24.53714374,73.41659699,11.44271835,51.88321603,18,10,42.00405019,-112.4810126,low
Panel_A,17,0.28,273,626.2273134,36.30977521,59.40294292,9.834686495,70.01628294,3,20,42.0119116,-83.51525443,low
Panel_C,10.24,0.52,237,832.7407242,34.10787439,30.76811112,6.812793896,77.77975873,0,20,43.21356194,-118.6657765,low
Panel_A,15.82,0.8,364,312.4456827,38.11520007,54.05936867,4.336406554,6.093252121,14,50,39.85419903,-120.1647606,low
Panel_A,15.46,0.26,278,345.9253152,31.49393529,47.23564042,12.24367759,48.12986279,22,10,49.05666473,-120.7690695,low
Panel_A,14.49,0.29,217,233.6549111,17.23927398,48.26813966,14.50588808,84.38069267,18,30,39.51927008,-66.87863095,low
Panel_A,10.89,0.55,249,660.8521976,18.02337046,20.73625709,8.664224636,37.43910473,1,30,36.90130314,-85.59636025,medium
Panel_B,14.4,0.23,245,486.7014134,15.31747759,56.96187717,6.960126807,2.448681722,15,50,31.99572707,-104.629266,medium
Panel_B,16.1,0.18,216,914.3362843,29.84945786,55.75391487,8.574287212,20.23288032,2,30,35.08537354,-99.16671717,high
Panel_A,13.36,0.85,263,950.7678262,38.82262192,86.51733465,9.3321024,49.75091608,9,40,26.507942,-121.678856,low
Panel_B,13.13,0.9,223,454.923295,21.7350913,12.69110138,2.703429251,46.54397575,11,30,31.11254288,-66.43830296,medium
Panel_B,17.06,0.17,237,506.5203488,29.67777463,78.50580163,6.710735503,47.03636063,24,30,44.50302961,-94.47208244,medium
Panel_B,14.43,0.64,310,648.8594257,13.41479441,70.35760011,7.535926814,66.50477538,4,20,30.27257011,-77.51120965,medium
Panel_A,12.1,0.9,243,227.2218087,17.12824089,29.48259733,4.814041558,99.26380009,7,50,41.70984328,-110.0594561,low
Panel_C,16.16,0.91,246,522.096803,28.33325589,17.88504298,14.57696655,75.44059569,10,40,28.81199401,-89.17690432,medium
Panel_C,15.27,0.15,253,281.9146685,15.74619194,53.45234392,3.034421774,19.97339424,4,20,37.19068297,-85.63097428,low
Panel_B,10.25,0.48,359,274.1833971,27.48779007,85.97820294,6.321048003,63.78832437,4,50,41.02813299,-78.54492957,low
Panel_C,13.99,0.32,257,699.5795958,34.25849438,49.87112841,3.435082903,73.54238574,2,40,47.23570873,-66.90679761,low
Panel_B,12.2,0.72,214,336.5366752,37.70270171,47.54298744,0.634475847,33.36041744,17,50,30.00584498,-111.5782848,low
Panel_A,11.77,0.84,338,895.0270133,18.9574142,10.6710892,1.599106055,18.22956975,2,40,35.29861516,-119.9011843,high
Panel_A,19.89,0.82,236,770.3906193,15.8798492,49.92918383,14.11626647,28.94080615,1,10,39.7827372,-91.55943285,high
Panel_C,14.02,0.74,319,767.5441565,33.29118602,42.85494537,14.75278309,5.140229679,6,30,30.59536666,-107.2214377,high
Panel_A,13.64,0.68,217,798.492687,37.96514482,69.63548354,2.84741478,24.49552378,16,30,35.7709129,-115.277231,low
Panel_B,19.6,0.16,323,708.9674361,19.63909854,13.81419963,14.91858287,12.51390945,16,20,49.45864567,-80.22917862,high
Panel_A,16.99,0.66,237,943.1805882,28.10165126,80.02856955,8.803156791,10.9718521,3,30,32.71862327,-119.7136757,high
Panel_B,18.31,0.47,266,872.8268483,26.61673973,64.24972111,1.201876597,87.08375478,14,50,38.4248827,-72.14122757,medium
Panel_C,14.59,1,252,244.0757617,16.69394756,32.00013396,3.218494588,66.64359414,14,50,31.4350042,-70.08849958,low
Panel_B,19.57,0.26,371,788.2609992,15.51375489,43.46980359,1.785416392,44.9196324,0,40,40.59562075,-115.1428598,medium
Panel_A,15.91,0.84,365,908.8787713,11.55952434,77.57219937,1.169502216,74.43702591,13,10,45.06197581,-119.2023635,medium
Panel_A,13.08,0.82,273,543.9221884,36.11568898,17.33778071,2.621331925,10.17803331,20,10,28.15647274,-68.98436739,low
Panel_C,16.83,0.39,336,774.0930196,30.57558326,51.32813767,6.660139534,23.69242201,6,20,27.10253443,-83.30202554,high
Panel_C,15.71,0.91,239,270.7194211,21.49163944,66.57213526,5.440606795,61.19735015,3,50,39.82432643,-75.58935345,low
Panel_B,18.21,0.47,343,740.3544915,14.59424639,83.25753099,3.493698597,98.87204685,8,50,47.57291307,-103.5392199,medium
Panel_B,14.83,0.18,241,492.7375291,22.92336553,61.13876243,4.95445139,28.71272825,8,10,27.00545514,-123.7423682,medium
Panel_C,11.18,0.28,391,879.2495208,29.77703759,22.87747902,10.00066611,82.77809088,4,10,46.75205678,-76.43282931,medium
Panel_B,11.42,0.36,273,975.6418342,21.17757772,67.76142579,12.55172994,62.52382018,11,40,33.31474248,-88.90505605,medium
Panel_B,16.17,0.16,272,458.5483175,11.20341785,86.8132163,13.17032771,36.86192564,4,50,28.74807637,-113.8870277,medium
Panel_C,11.9,0.29,328,458.9180759,16.23524755,62.33115572,11.14513633,34.35713487,15,10,42.66603393,-99.30746008,medium
Panel_C,17.7,0.35,276,201.3664493,21.65138,47.62920032,14.94311503,62.37607548,15,10,38.71424167,-93.17673921,low
Panel_B,18.16,0.3,223,469.9018883,24.49791407,25.11993779,12.33129429,50.60463481,1,30,44.26174602,-73.8441439,medium
Panel_C,18.34,0.21,369,206.6945613,16.37087871,80.93274742,10.03755213,44.89369733,3,50,30.48826925,-123.6331972,low
Panel_C,15.36,0.99,271,454.2210002,21.65291157,87.95937617,2.221228115,93.21959371,17,50,38.33110241,-98.01715457,medium
Panel_B,19.85,0.91,302,807.6316759,13.3740451,12.59397893,0.666735133,77.86236751,17,30,31.7461052,-65.27823708,medium
Panel_C,13.67,0.19,309,914.3543475,13.8471942,30.99254323,12.19733158,74.68836507,19,10,49.57366745,-106.0758389,medium
Panel_B,14.2,0.42,295,259.3757022,24.61579032,18.9909043,10.54613392,36.12572103,9,30,38.85893084,-75.52722596,low
Panel_B,10.8,0.45,230,926.5298869,10.15584901,54.15781627,6.285422584,13.61362713,1,10,30.27201674,-93.20832167,high
Panel_B,10.09,0.77,290,512.9716424,23.8202209,23.72438967,11.78516308,89.16965605,17,30,46.20796711,-108.9762692,medium
Panel_B,14.94,0.19,344,972.1078782,38.54188113,67.62412006,9.984120454,13.46775911,19,50,38.83442027,-68.11763831,low
Panel_C,16.44,0.4,244,605.4856215,13.13776302,30.36025782,0.841621064,29.88916838,4,30,45.29791991,-91.70059295,medium
Panel_B,14,0.23,366,257.585527,37.93310115,82.85736879,13.86812787,64.38992881,12,10,29.27879893,-123.3315846,low
Panel_C,18.99,0.49,316,614.4404579,29.81625947,78.44478205,5.986468728,64.35256258,5,50,49.97646865,-120.7299212,medium
Panel_B,13.08,0.46,327,638.5525661,29.97990084,14.91156771,7.663167652,87.78308375,24,30,34.55112688,-70.31158931,medium
Panel_A,16.97,0.43,334,748.9782612,30.47021708,14.19440884,10.24064693,16.93943139,21,50,42.27754041,-108.59545,high
Panel_A,13.98,0.57,268,950.8122678,14.77169178,36.60213685,5.091700271,7.515847703,5,30,39.08643763,-75.70034256,high
Panel_B,19.6,0.83,277,438.3650641,17.93532241,84.14960517,12.81185454,24.26766657,3,10,48.6876295,-84.98475596,medium
Panel_B,19.37,0.23,348,633.7517283,30.47738897,35.53705025,10.79480062,50.02976533,10,20,41.21884129,-95.21176507,low
Panel_A,14.66,0.9,306,822.3133953,15.67078565,68.93770748,3.909513485,31.00642782,23,30,25.12698574,-120.0010017,medium
Panel_A,10.75,0.4,361,418.2282336,27.7850302,60.84964624,2.487246661,53.15841374,12,50,29.45879163,-69.68656538,medium
Panel_B,10.81,0.74,389,896.6622147,22.53962016,76.07159232,2.433969255,41.29186155,10,40,45.97895332,-77.2744967,medium
Panel_B,15.8,0.62,370,501.6099087,24.38598884,10.76381696,8.053252277,78.04043864,8,30,33.87303702,-99.72969925,medium
Panel_C,17.51,0.65,202,208.1811555,31.00967825,46.06165134,8.551907945,71.01202219,1,50,35.33745608,-91.081648,low
Panel_B,16.26,1,247,887.2531709,17.06265157,88.81709539,2.310477015,65.33763784,11,40,26.32816694,-85.53300955,medium
Panel_A,11.81,0.32,377,996.5518434,27.14167697,66.268805,12.5564662,75.16855782,6,10,29.93135457,-91.32087083,medium
Panel_C,19.88,0.58,275,408.3879784,18.14918378,47.74829937,5.054253605,18.76445829,23,20,49.59253209,-77.57567432,medium
Panel_B,14.29,0.43,218,561.2267954,29.67072832,25.8278955,9.462020243,85.37389519,10,30,34.91483977,-122.3473095,medium
Panel_C,11.25,0.56,303,497.7701774,26.11000617,59.97059225,1.178467417,63.1506828,10,10,25.15673884,-92.46332857,medium
Panel_B,14.25,0.75,256,594.823152,23.28766594,75.57981884,2.208869322,45.30849299,2,10,38.26804909,-82.7507033,medium
Panel_B,14.97,0.78,267,759.7035541,23.29690851,71.2516428,11.2280892,94.72788743,15,40,40.46862845,-122.5226827,medium
Panel_A,15.56,0.61,256,935.1055911,27.4420296,29.12260331,3.617990516,75.15924038,13,10,43.52735925,-68.39154332,medium
Panel_B,13.31,0.85,268,676.2698738,32.68888276,80.08427333,1.752547969,94.12386743,0,30,45.09265584,-78.3988063,low
Panel_A,18.41,0.46,202,820.3692172,22.38891628,16.50070123,11.05231018,11.13031632,1,50,47.53810829,-104.4438603,high
Panel_B,16.19,0.88,383,911.0137455,35.29020522,84.36082965,7.174045276,63.2739746,2,10,47.53078336,-75.50102607,low
Panel_B,15.85,0.88,373,984.0256154,27.87522382,31.17667985,8.621411118,97.57024628,11,40,41.17120304,-120.7032264,medium
Panel_A,16.56,0.8,335,337.118001,28.61660955,43.33943493,11.54259491,75.15299138,23,20,28.66934769,-83.49349599,low
Panel_A,16.97,0.41,275,666.8357472,11.12043394,25.12047492,4.874934652,36.52229278,14,50,25.54520766,-82.10166413,medium
Panel_A,16.27,0.33,279,705.6763722,18.28513346,37.03599524,12.01226071,12.72005933,9,40,37.10540723,-77.81577589,high
Panel_C,15.51,0.84,253,694.2159561,14.85795218,69.84518872,0.112094953,91.38932943,16,50,47.7353505,-123.7553432,medium
Panel_C,14.45,0.47,297,873.9817245,38.15619526,55.14495927,3.146624203,59.18642241,15,50,26.51838278,-112.1079556,low
Panel_B,11.16,0.62,205,370.7721321,32.535614,25.69743672,11.75180384,40.34992241,14,10,30.73460314,-75.39361725,low
Panel_A,10.18,0.95,387,886.4590781,35.35290966,36.96579778,12.74693774,39.0774254,12,20,33.95184785,-70.66766458,low
Panel_B,11.86,0.92,378,806.1845575,15.20336083,84.50485924,4.60220976,17.72002565,24,10,49.46367544,-105.1548761,high
Panel_C,14.65,0.89,382,909.5072308,15.97460205,79.57127691,13.33317626,57.13594747,10,50,34.35558839,-105.3789912,medium
Panel_B,11.51,0.6,345,678.2952888,15.12753518,67.22122136,10.73056462,70.0200377,16,10,45.74867287,-80.30042113,medium
Panel_A,17.06,0.41,377,302.8656396,14.82936378,31.78584106,3.729127445,87.38880521,10,50,29.63632157,-78.97203535,low
Panel_A,14.51,0.9,315,353.885015,12.38391203,28.83496967,12.61452581,27.44450337,17,30,27.60832724,-99.36178653,low
Panel_A,17.27,0.54,234,534.3930122,35.00519176,38.62255461,7.649003688,48.33502983,15,50,48.75377408,-68.94585247,low
Panel_B,12.14,0.86,365,439.442809,24.88374961,41.35913774,8.338288633,5.550441936,9,50,26.75809659,-124.765098,medium
Panel_C,17.38,0.69,305,276.5028398,18.4076299,24.25953139,1.955316258,72.26627053,5,10,43.89420963,-119.4762159,low
Panel_C,12.8,0.6,332,779.1174741,39.04417025,33.43597454,12.14031268,49.55342326,18,40,33.29283789,-67.94677753,low
Panel_C,15.65,0.46,335,342.5569501,18.82754864,45.77348812,12.29050573,77.00337431,10,10,46.85771066,-95.48523704,low
Panel_C,13.1,0.11,221,473.8386575,13.21215003,60.39272253,1.71353243,93.03881666,1,10,29.3099213,-66.8709892,medium
Panel_C,13.66,0.32,259,348.1143829,10.04850471,50.42471183,3.271596913,14.69134627,6,10,42.95080325,-115.1019429,low
Panel_B,19.5,0.78,385,706.5872023,22.28550772,25.33151265,11.90967051,1.182958184,15,10,45.04261743,-75.84909705,high
Panel_C,11.14,0.18,218,869.7407244,12.28956525,14.07290962,11.14304954,36.26368264,24,30,42.51336886,-74.98752739,medium
Panel_A,19.94,0.73,377,571.2746874,19.67603085,34.71847785,8.165298503,74.92326305,8,50,39.55995878,-85.66904466,medium
Panel_B,15.43,0.6,377,534.7692174,34.53333104,33.84890464,14.51847404,51.12500137,18,50,46.01289876,-107.8277573,low
Panel_A,18.75,0.88,348,761.5056199,16.97802676,80.86358,1.167717811,61.89874092,18,20,39.62378257,-87.71708774,medium
Panel_B,16.18,0.96,358,231.7781816,27.0455575,55.15798263,8.748773618,78.48129803,8,20,43.08204599,-88.45588766,low
Panel_C,19.28,0.33,275,351.277668,16.5546811,69.90436904,9.709931376,76.51091387,18,50,35.39849944,-97.66949217,low
Panel_C,18.77,0.58,329,490.8939532,13.70410977,56.45573823,1.675132727,48.00913589,6,50,36.88371858,-96.44953941,medium
Panel_A,11.05,0.63,363,584.2933229,31.89122106,20.86448669,7.101274794,2.426937614,17,50,33.27151926,-103.6711727,low
Panel_C,13.8,0.18,316,230.3054344,37.34387989,59.04824247,14.42914331,12.07616842,21,10,31.99001749,-106.0232907,low
Panel_A,16.54,0.22,300,551.597421,21.08072735,12.42898147,2.766875075,81.69291864,21,20,26.7185734,-65.09906453,medium
Panel_C,19.96,0.61,319,482.3688702,15.72448806,81.02312764,3.889033143,9.802200317,10,10,39.03354926,-102.4837564,medium
Panel_B,15.17,0.41,207,596.802767,14.75023714,43.83303733,12.50337439,70.08191956,12,30,40.50816206,-91.84147889,medium
Panel_A,10.71,0.75,288,716.4205466,38.74114066,16.03104046,5.521629996,99.37484348,0,50,41.81906679,-65.19550528,low
Panel_B,19.35,0.57,334,952.2443052,11.80244266,80.43116301,5.31982365,9.666044678,7,30,44.29953518,-80.23635038,high
Panel_A,17.74,0.85,212,975.1488727,39.34683356,89.70003986,1.156123756,87.30809351,5,40,49.58837178,-67.88775201,low
Panel_A,15.19,0.57,260,433.4400821,28.99207615,19.90718541,13.69701464,8.342726678,16,20,34.5021085,-68.38614507,medium
Panel_C,14.86,0.95,317,753.656375,27.39694716,89.5866054,2.666028695,95.6793184,5,20,43.28545403,-90.60604916,medium
Panel_B,19.47,0.78,248,621.2085419,25.6805539,47.60608225,5.413941367,13.99082995,7,20,36.36725548,-74.76260184,medium
Panel_B,10.67,0.22,286,856.596252,33.08176537,62.4736994,0.590124712,80.87479124,1,30,26.08847345,-87.01643116,low
Panel_C,19.01,0.43,251,737.4798752,17.17462693,29.0916052,3.532131134,21.16410913,13,40,34.76833789,-96.91571787,high
Panel_A,12.33,0.92,289,384.5994336,37.06256916,57.13803362,12.62627245,26.17367597,11,50,43.58488835,-118.4557577,low
Panel_A,15.89,0.32,371,791.7495187,35.53874226,83.22144855,12.11530951,13.42559905,24,20,36.38706876,-67.12312067,low
Panel_A,11.95,0.41,322,946.2676936,34.24699583,16.85256135,10.60402021,63.36502431,20,50,30.25485617,-109.8084098,low
Panel_B,18.75,0.78,331,812.905868,22.89508755,54.75074069,4.36342276,84.09653749,18,30,27.64125761,-124.2636017,medium
Panel_C,12,0.12,275,284.1226909,27.93302105,19.55677815,12.02496927,38.85290437,7,40,32.63751695,-65.81792676,low
Panel_B,14.56,0.36,370,778.4989083,38.21880302,43.48107842,13.66773329,62.40232449,21,30,41.11200534,-100.7814954,low
Panel_B,11.5,0.76,281,668.5166258,24.04241941,82.63626289,4.80500135,27.1193321,21,30,34.65177923,-99.81651973,medium
Panel_A,15.14,0.9,264,607.1190402,13.95974701,13.5166832,7.040138689,70.35525314,10,10,49.86509727,-104.0842934,medium
Panel_B,19.38,0.6,393,974.9797553,16.47980558,29.79184861,10.60050084,80.32458345,18,30,33.11290494,-82.1634823,medium
Panel_B,17.58,0.54,375,530.2219897,34.29217797,30.58119933,5.711791215,33.15395747,16,50,44.54358114,-66.27097057,low
Panel_C,15.27,0.62,379,732.2404189,19.95056398,12.38733677,10.21389622,7.769670996,21,50,44.32078758,-114.0587958,high
Panel_C,17.16,0.32,326,655.9106772,16.92369681,52.28270064,12.34470197,24.01958735,23,10,33.80839313,-105.4682062,medium
Panel_A,11.73,0.95,344,978.3302007,37.20808071,65.90065437,2.860661317,1.692732012,15,40,31.72021288,-107.5521779,low
Panel_A,19.07,0.95,271,859.3544548,24.9618356,85.06452348,11.18931035,71.29259746,2,40,49.22611584,-111.7742617,medium
Panel_B,10.67,0.71,343,349.3990529,34.85677398,82.97633469,8.692327304,49.04917029,17,20,42.18131583,-97.16349878,low
Panel_A,14.04,0.93,396,363.8721604,29.16880839,56.68811334,4.097591722,9.974783963,12,50,47.52434618,-81.15356101,low
Panel_B,19.02,0.17,211,916.3598072,28.66247573,67.07076649,5.117106277,40.36543645,1,50,43.43729565,-100.1504443,medium
Panel_A,10.82,0.81,225,785.7196728,33.7042767,70.41623999,13.75477477,33.24320762,20,30,34.70314368,-94.15274347,low
Panel_C,15.61,0.85,369,408.2782284,10.63621725,44.12308706,5.014189599,69.51907265,2,10,46.39561396,-93.55448269,medium
